"skill_code","skill_title","bank","question_id","question","options","correct_answer","explanation","response_type","acceptance_note"
"AC9E2LA04","Pronouns and Cohesion","practice","AC9E2LA04-P-001","Read: 'The chicks hatched today. They are fluffy.' What does 'They' refer to?","A. the chicks | B. today | C. the nest","the chicks","They carries the reference to the plural noun chicks into the next sentence. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","practice","AC9E2LA04-P-002","Read: 'I found a shell and washed it.' What was washed?","A. the speaker | B. the shell | C. the beach","the shell","It replaces shell, keeping the two actions connected. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","practice","AC9E2LA04-P-003","A speaker and two friends built a cubby. Complete: '___ built it together.'","A. She | B. It | C. We","We","We includes the speaker and other people. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","practice","AC9E2LA04-P-004","Read: 'The books were muddy. Dad cleaned them.' Which word avoids repeating 'the books'?","A. them | B. Dad | C. cleaned","them","Them refers back to the books as the things being cleaned. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","practice","AC9E2LA04-P-005","Read: 'The puppy barked. The puppy wanted dinner.' Which second sentence avoids repeating the noun?","A. Dinner wanted the puppy. | B. It wanted dinner. | C. They wanted the puppy.","It wanted dinner.","It keeps the puppy as the subject without repeating its name. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","practice","AC9E2LA04-P-006","Mina says, 'This scarf belongs to me. It is ___.'","A. yours | B. theirs | C. mine","mine","Mine expresses possession by the speaker. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","practice","AC9E2LA04-P-007","You and your brother share a tent. You say, 'That tent is ___.'","A. ours | B. hers | C. his","ours","Ours refers to something belonging to the speaker and another person or people. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","practice","AC9E2LA04-P-008","Read: 'The players own these caps. The caps are theirs.' Who owns the caps?","A. one unnamed visitor | B. the players | C. the caps","the players","Theirs refers back to the plural owners, the players. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","practice","AC9E2LA04-P-009","Read: 'Nora packed her boots.' Whose boots does 'her' refer to here?","A. the reader's | B. the teacher's | C. Nora's","Nora's","With Nora as the only person named, her links the boots to Nora. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","practice","AC9E2LA04-P-010","Kai owns the red bike. Ella owns the blue one. Ella says, 'The blue bike is mine; the red bike is ___.'","A. his | B. hers | C. ours","his","His refers to Kai's ownership; mine refers to Ella as the speaker. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","practice","AC9E2LA04-P-011","Read: 'Would you like a pear?' 'Yes, please.' What does the short reply mean?","A. Yes, I have planted a tree. | B. Yes, I would like a pear, please. | C. Yes, the pear is blue.","Yes, I would like a pear, please.","The question supplies the words omitted from the natural short answer. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","practice","AC9E2LA04-P-012","Read: 'I can swim, and my cousin can too.' What can the cousin do?","A. read | B. run | C. swim","swim","Can too leaves out swim because the first clause already supplies it. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","practice","AC9E2LA04-P-013","Read: 'I chose the green cup. Tessa chose the yellow.' What word is understood after 'yellow'?","A. cup | B. coat | C. flower","cup","Cup is carried over from the earlier sentence, so it need not be repeated. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","practice","AC9E2LA04-P-014","Read: 'The dog stretched and yawned.' Who yawned?","A. an unnamed child | B. the dog | C. the reader","the dog","The dog is the understood subject of both linked actions. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","practice","AC9E2LA04-P-015","Read: 'Who has the tickets?' 'Uncle Pat.' Which full answer has the same meaning?","A. Uncle Pat wants some tickets. | B. The tickets have Uncle Pat. | C. Uncle Pat has the tickets.","Uncle Pat has the tickets.","The short reply omits has the tickets because it is clear from the question. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
"AC9E2LA04","Pronouns and Cohesion","practice","AC9E2LA04-P-016","Read: 'Lena met Rose. She carried a red bag.' You mean Rose carried it. Which change makes this certain?","A. Lena met Rose. Rose carried a red bag. | B. Lena met Rose. She carried it. | C. Lena met Rose. Someone carried something.","Lena met Rose. Rose carried a red bag.","Repeating Rose removes ambiguity when she could refer to either person. Hint: Read the nearby words to work out who, what or which action is meant.","multiple-choice",""
