id,curriculum_code,bank,skill,question,correct_answer,distractor_1,distractor_2,explanation,response_type,acceptance_note
AC9E2LA08-P-001,AC9E2LA08,practice,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the garden. What does the image add?,It adds extra information that the reader must think about.,It repeats only the same words.,It tells the reader to ignore the words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-P-002,AC9E2LA08,practice,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the beach. What does the image add?,It adds extra information that the reader must think about.,It repeats only the same words.,It tells the reader to ignore the words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-P-003,AC9E2LA08,practice,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the library. What does the image add?,It adds extra information that the reader must think about.,It tells the reader to ignore the words.,It repeats only the same words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-P-004,AC9E2LA08,practice,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the school fair. What does the image add?,It adds extra information that the reader must think about.,It repeats only the same words.,It tells the reader to ignore the words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-P-005,AC9E2LA08,practice,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the park. What does the image add?,It adds extra information that the reader must think about.,It repeats only the same words.,It tells the reader to ignore the words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-P-006,AC9E2LA08,practice,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the museum. What does the image add?,It adds extra information that the reader must think about.,It tells the reader to ignore the words.,It repeats only the same words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-P-007,AC9E2LA08,practice,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the classroom. What does the image add?,It adds extra information that the reader must think about.,It repeats only the same words.,It tells the reader to ignore the words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-P-008,AC9E2LA08,practice,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the farm. What does the image add?,It adds extra information that the reader must think about.,It repeats only the same words.,It tells the reader to ignore the words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-P-009,AC9E2LA08,practice,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the market. What does the image add?,It adds extra information that the reader must think about.,It tells the reader to ignore the words.,It repeats only the same words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-P-010,AC9E2LA08,practice,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the bus stop. What does the image add?,It adds extra information that the reader must think about.,It repeats only the same words.,It tells the reader to ignore the words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-P-011,AC9E2LA08,practice,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the sports day. What does the image add?,It adds extra information that the reader must think about.,It repeats only the same words.,It tells the reader to ignore the words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-P-012,AC9E2LA08,practice,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the rainy walk. What does the image add?,It adds extra information that the reader must think about.,It tells the reader to ignore the words.,It repeats only the same words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-P-013,AC9E2LA08,practice,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the garden. What does the image add?,It adds extra information that the reader must think about.,It repeats only the same words.,It tells the reader to ignore the words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-P-014,AC9E2LA08,practice,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the beach. What does the image add?,It adds extra information that the reader must think about.,It repeats only the same words.,It tells the reader to ignore the words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-P-015,AC9E2LA08,practice,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the library. What does the image add?,It adds extra information that the reader must think about.,It tells the reader to ignore the words.,It repeats only the same words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-P-016,AC9E2LA08,practice,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the school fair. What does the image add?,It adds extra information that the reader must think about.,It repeats only the same words.,It tells the reader to ignore the words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-P-017,AC9E2LA08,practice,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the park. What does the image add?,It adds extra information that the reader must think about.,It repeats only the same words.,It tells the reader to ignore the words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-P-018,AC9E2LA08,practice,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the museum. What does the image add?,It adds extra information that the reader must think about.,It tells the reader to ignore the words.,It repeats only the same words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-P-019,AC9E2LA08,practice,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the classroom. What does the image add?,It adds extra information that the reader must think about.,It repeats only the same words.,It tells the reader to ignore the words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-P-020,AC9E2LA08,practice,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the farm. What does the image add?,It adds extra information that the reader must think about.,It repeats only the same words.,It tells the reader to ignore the words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-P-021,AC9E2LA08,practice,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the market. What does the image add?,It adds extra information that the reader must think about.,It tells the reader to ignore the words.,It repeats only the same words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-P-022,AC9E2LA08,practice,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the bus stop. What does the image add?,It adds extra information that the reader must think about.,It repeats only the same words.,It tells the reader to ignore the words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-P-023,AC9E2LA08,practice,explain concept,Write or say two sentences that show the main idea of AC9E2LA08. Use your own example.,Parent or teacher review needed,Needs more detail,Off topic,A strong response explains the code idea and includes a correct original example for How Images Add Meaning.,adult_review,"Accept if the response is on-topic, understandable and includes a correct example."
AC9E2LA08-P-024,AC9E2LA08,practice,apply concept,"Create a short Year 2 example question for AC9E2LA08, then explain the answer.",Parent or teacher review needed,Needs more detail,Off topic,A strong response creates a clear example and explains why the answer works.,adult_review,Accept if the example matches the descriptor and the explanation is accurate.
AC9E2LA08-T-001,AC9E2LA08,test,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the garden. What does the image add?,It adds extra information that the reader must think about.,It repeats only the same words.,It tells the reader to ignore the words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-T-002,AC9E2LA08,test,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the beach. What does the image add?,It adds extra information that the reader must think about.,It repeats only the same words.,It tells the reader to ignore the words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-T-003,AC9E2LA08,test,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the library. What does the image add?,It adds extra information that the reader must think about.,It tells the reader to ignore the words.,It repeats only the same words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-T-004,AC9E2LA08,test,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the school fair. What does the image add?,It adds extra information that the reader must think about.,It repeats only the same words.,It tells the reader to ignore the words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-T-005,AC9E2LA08,test,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the park. What does the image add?,It adds extra information that the reader must think about.,It repeats only the same words.,It tells the reader to ignore the words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-T-006,AC9E2LA08,test,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the museum. What does the image add?,It adds extra information that the reader must think about.,It tells the reader to ignore the words.,It repeats only the same words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-T-007,AC9E2LA08,test,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the classroom. What does the image add?,It adds extra information that the reader must think about.,It repeats only the same words.,It tells the reader to ignore the words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-T-008,AC9E2LA08,test,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the farm. What does the image add?,It adds extra information that the reader must think about.,It repeats only the same words.,It tells the reader to ignore the words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-T-009,AC9E2LA08,test,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the market. What does the image add?,It adds extra information that the reader must think about.,It tells the reader to ignore the words.,It repeats only the same words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-T-010,AC9E2LA08,test,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the bus stop. What does the image add?,It adds extra information that the reader must think about.,It repeats only the same words.,It tells the reader to ignore the words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-T-011,AC9E2LA08,test,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the sports day. What does the image add?,It adds extra information that the reader must think about.,It repeats only the same words.,It tells the reader to ignore the words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-T-012,AC9E2LA08,test,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the rainy walk. What does the image add?,It adds extra information that the reader must think about.,It tells the reader to ignore the words.,It repeats only the same words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-T-013,AC9E2LA08,test,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the garden. What does the image add?,It adds extra information that the reader must think about.,It repeats only the same words.,It tells the reader to ignore the words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-T-014,AC9E2LA08,test,image meaning,A page says “The path was safe.” The picture shows a child stepping around broken glass on the beach. What does the image add?,It adds extra information that the reader must think about.,It repeats only the same words.,It tells the reader to ignore the words.,Images can add to or change the meaning made by the written words.,multiple_choice,
AC9E2LA08-T-015,AC9E2LA08,test,explain concept,Write or say two sentences that show the main idea of AC9E2LA08. Use your own example.,Parent or teacher review needed,Needs more detail,Off topic,A strong response explains the code idea and includes a correct original example for How Images Add Meaning.,adult_review,"Accept if the response is on-topic, understandable and includes a correct example."
AC9E2LA08-T-016,AC9E2LA08,test,apply concept,"Create a short Year 2 example question for AC9E2LA08, then explain the answer.",Parent or teacher review needed,Needs more detail,Off topic,A strong response creates a clear example and explains why the answer works.,adult_review,Accept if the example matches the descriptor and the explanation is accurate.
