id,curriculum_code,bank,skill,question,correct_answer,distractor_1,distractor_2,explanation,response_type,acceptance_note
AC9E2LY09-P-001,AC9E2LY09,practice,sound manipulation,Change “smile” by deleting /s/. What word is left?,mile,slime,small,"Blending, segmenting, deleting and substituting sounds changes spoken and written words.",multiple_choice,
AC9E2LY09-P-002,AC9E2LY09,practice,sound manipulation,Which word begins with a three-sound blend?,string,sing,ring,"Blending, segmenting, deleting and substituting sounds changes spoken and written words.",multiple_choice,
AC9E2LY09-P-003,AC9E2LY09,practice,sound manipulation,Is the syllable “me” open or closed?,open,compound,closed,"Blending, segmenting, deleting and substituting sounds changes spoken and written words.",multiple_choice,
AC9E2LY09-P-004,AC9E2LY09,practice,sound manipulation,Substitute /m/ in mat with /s/. What word do you make?,sat,map,meat,"Blending, segmenting, deleting and substituting sounds changes spoken and written words.",multiple_choice,
AC9E2LY09-P-005,AC9E2LY09,practice,sound manipulation,Change “smile” by deleting /s/. What word is left?,mile,slime,small,"Blending, segmenting, deleting and substituting sounds changes spoken and written words.",multiple_choice,
AC9E2LY09-P-006,AC9E2LY09,practice,sound manipulation,Which word begins with a three-sound blend?,string,ring,sing,"Blending, segmenting, deleting and substituting sounds changes spoken and written words.",multiple_choice,
AC9E2LY09-P-007,AC9E2LY09,practice,sound manipulation,Is the syllable “me” open or closed?,open,closed,compound,"Blending, segmenting, deleting and substituting sounds changes spoken and written words.",multiple_choice,
AC9E2LY09-P-008,AC9E2LY09,practice,sound manipulation,Substitute /m/ in mat with /s/. What word do you make?,sat,map,meat,"Blending, segmenting, deleting and substituting sounds changes spoken and written words.",multiple_choice,
AC9E2LY09-P-009,AC9E2LY09,practice,sound manipulation,Change “smile” by deleting /s/. What word is left?,mile,small,slime,"Blending, segmenting, deleting and substituting sounds changes spoken and written words.",multiple_choice,
AC9E2LY09-P-010,AC9E2LY09,practice,sound manipulation,Which word begins with a three-sound blend?,string,sing,ring,"Blending, segmenting, deleting and substituting sounds changes spoken and written words.",multiple_choice,
