id,curriculum_code,bank,skill,question,correct_answer,distractor_1,distractor_2,explanation,response_type,acceptance_note
AC9E2LY01-P-001,AC9E2LY01,practice,compare texts,One text about the garden is a poster with times and prices. Another is a story about a child visiting. How are they different?,The poster gives facts quickly; the story tells events.,Both are only lists of rhyming words.,The story is an index and the poster is a chapter.,Similar topics can be presented differently in different text types.,multiple_choice,
AC9E2LY01-P-002,AC9E2LY01,practice,compare texts,One text about the beach is a poster with times and prices. Another is a story about a child visiting. How are they different?,The poster gives facts quickly; the story tells events.,Both are only lists of rhyming words.,The story is an index and the poster is a chapter.,Similar topics can be presented differently in different text types.,multiple_choice,
AC9E2LY01-P-003,AC9E2LY01,practice,compare texts,One text about the library is a poster with times and prices. Another is a story about a child visiting. How are they different?,The poster gives facts quickly; the story tells events.,The story is an index and the poster is a chapter.,Both are only lists of rhyming words.,Similar topics can be presented differently in different text types.,multiple_choice,
AC9E2LY01-P-004,AC9E2LY01,practice,compare texts,One text about the school fair is a poster with times and prices. Another is a story about a child visiting. How are they different?,The poster gives facts quickly; the story tells events.,Both are only lists of rhyming words.,The story is an index and the poster is a chapter.,Similar topics can be presented differently in different text types.,multiple_choice,
AC9E2LY01-P-005,AC9E2LY01,practice,compare texts,One text about the park is a poster with times and prices. Another is a story about a child visiting. How are they different?,The poster gives facts quickly; the story tells events.,Both are only lists of rhyming words.,The story is an index and the poster is a chapter.,Similar topics can be presented differently in different text types.,multiple_choice,
AC9E2LY01-P-006,AC9E2LY01,practice,compare texts,One text about the museum is a poster with times and prices. Another is a story about a child visiting. How are they different?,The poster gives facts quickly; the story tells events.,The story is an index and the poster is a chapter.,Both are only lists of rhyming words.,Similar topics can be presented differently in different text types.,multiple_choice,
AC9E2LY01-P-007,AC9E2LY01,practice,compare texts,One text about the classroom is a poster with times and prices. Another is a story about a child visiting. How are they different?,The poster gives facts quickly; the story tells events.,Both are only lists of rhyming words.,The story is an index and the poster is a chapter.,Similar topics can be presented differently in different text types.,multiple_choice,
AC9E2LY01-P-008,AC9E2LY01,practice,compare texts,One text about the farm is a poster with times and prices. Another is a story about a child visiting. How are they different?,The poster gives facts quickly; the story tells events.,Both are only lists of rhyming words.,The story is an index and the poster is a chapter.,Similar topics can be presented differently in different text types.,multiple_choice,
AC9E2LY01-P-009,AC9E2LY01,practice,compare texts,One text about the market is a poster with times and prices. Another is a story about a child visiting. How are they different?,The poster gives facts quickly; the story tells events.,The story is an index and the poster is a chapter.,Both are only lists of rhyming words.,Similar topics can be presented differently in different text types.,multiple_choice,
AC9E2LY01-P-010,AC9E2LY01,practice,compare texts,One text about the bus stop is a poster with times and prices. Another is a story about a child visiting. How are they different?,The poster gives facts quickly; the story tells events.,Both are only lists of rhyming words.,The story is an index and the poster is a chapter.,Similar topics can be presented differently in different text types.,multiple_choice,
AC9E2LY01-P-011,AC9E2LY01,practice,compare texts,One text about the sports day is a poster with times and prices. Another is a story about a child visiting. How are they different?,The poster gives facts quickly; the story tells events.,Both are only lists of rhyming words.,The story is an index and the poster is a chapter.,Similar topics can be presented differently in different text types.,multiple_choice,
AC9E2LY01-P-012,AC9E2LY01,practice,compare texts,One text about the rainy walk is a poster with times and prices. Another is a story about a child visiting. How are they different?,The poster gives facts quickly; the story tells events.,The story is an index and the poster is a chapter.,Both are only lists of rhyming words.,Similar topics can be presented differently in different text types.,multiple_choice,
AC9E2LY01-P-013,AC9E2LY01,practice,compare texts,One text about the garden is a poster with times and prices. Another is a story about a child visiting. How are they different?,The poster gives facts quickly; the story tells events.,Both are only lists of rhyming words.,The story is an index and the poster is a chapter.,Similar topics can be presented differently in different text types.,multiple_choice,
AC9E2LY01-P-014,AC9E2LY01,practice,compare texts,One text about the beach is a poster with times and prices. Another is a story about a child visiting. How are they different?,The poster gives facts quickly; the story tells events.,Both are only lists of rhyming words.,The story is an index and the poster is a chapter.,Similar topics can be presented differently in different text types.,multiple_choice,
AC9E2LY01-P-015,AC9E2LY01,practice,compare texts,One text about the library is a poster with times and prices. Another is a story about a child visiting. How are they different?,The poster gives facts quickly; the story tells events.,The story is an index and the poster is a chapter.,Both are only lists of rhyming words.,Similar topics can be presented differently in different text types.,multiple_choice,
AC9E2LY01-P-016,AC9E2LY01,practice,compare texts,One text about the school fair is a poster with times and prices. Another is a story about a child visiting. How are they different?,The poster gives facts quickly; the story tells events.,Both are only lists of rhyming words.,The story is an index and the poster is a chapter.,Similar topics can be presented differently in different text types.,multiple_choice,
AC9E2LY01-P-017,AC9E2LY01,practice,compare texts,One text about the park is a poster with times and prices. Another is a story about a child visiting. How are they different?,The poster gives facts quickly; the story tells events.,Both are only lists of rhyming words.,The story is an index and the poster is a chapter.,Similar topics can be presented differently in different text types.,multiple_choice,
AC9E2LY01-P-018,AC9E2LY01,practice,compare texts,One text about the museum is a poster with times and prices. Another is a story about a child visiting. How are they different?,The poster gives facts quickly; the story tells events.,The story is an index and the poster is a chapter.,Both are only lists of rhyming words.,Similar topics can be presented differently in different text types.,multiple_choice,
AC9E2LY01-P-019,AC9E2LY01,practice,compare texts,One text about the classroom is a poster with times and prices. Another is a story about a child visiting. How are they different?,The poster gives facts quickly; the story tells events.,Both are only lists of rhyming words.,The story is an index and the poster is a chapter.,Similar topics can be presented differently in different text types.,multiple_choice,
AC9E2LY01-P-020,AC9E2LY01,practice,compare texts,One text about the farm is a poster with times and prices. Another is a story about a child visiting. How are they different?,The poster gives facts quickly; the story tells events.,Both are only lists of rhyming words.,The story is an index and the poster is a chapter.,Similar topics can be presented differently in different text types.,multiple_choice,
AC9E2LY01-P-021,AC9E2LY01,practice,compare texts,One text about the market is a poster with times and prices. Another is a story about a child visiting. How are they different?,The poster gives facts quickly; the story tells events.,The story is an index and the poster is a chapter.,Both are only lists of rhyming words.,Similar topics can be presented differently in different text types.,multiple_choice,
AC9E2LY01-P-022,AC9E2LY01,practice,compare texts,One text about the bus stop is a poster with times and prices. Another is a story about a child visiting. How are they different?,The poster gives facts quickly; the story tells events.,Both are only lists of rhyming words.,The story is an index and the poster is a chapter.,Similar topics can be presented differently in different text types.,multiple_choice,
AC9E2LY01-P-023,AC9E2LY01,practice,explain concept,Write or say two sentences that show the main idea of AC9E2LY01. Use your own example.,Parent or teacher review needed,Needs more detail,Off topic,A strong response explains the code idea and includes a correct original example for Similar Topics in Different Texts.,adult_review,"Accept if the response is on-topic, understandable and includes a correct example."
AC9E2LY01-P-024,AC9E2LY01,practice,apply concept,"Create a short Year 2 example question for AC9E2LY01, then explain the answer.",Parent or teacher review needed,Needs more detail,Off topic,A strong response creates a clear example and explains why the answer works.,adult_review,Accept if the example matches the descriptor and the explanation is accurate.
AC9E2LY01-T-001,AC9E2LY01,test,compare texts,One text about the garden is a poster with times and prices. Another is a story about a child visiting. How are they different?,The poster gives facts quickly; the story tells events.,Both are only lists of rhyming words.,The story is an index and the poster is a chapter.,Similar topics can be presented differently in different text types.,multiple_choice,
AC9E2LY01-T-002,AC9E2LY01,test,compare texts,One text about the beach is a poster with times and prices. Another is a story about a child visiting. How are they different?,The poster gives facts quickly; the story tells events.,Both are only lists of rhyming words.,The story is an index and the poster is a chapter.,Similar topics can be presented differently in different text types.,multiple_choice,
AC9E2LY01-T-003,AC9E2LY01,test,compare texts,One text about the library is a poster with times and prices. Another is a story about a child visiting. How are they different?,The poster gives facts quickly; the story tells events.,The story is an index and the poster is a chapter.,Both are only lists of rhyming words.,Similar topics can be presented differently in different text types.,multiple_choice,
AC9E2LY01-T-004,AC9E2LY01,test,compare texts,One text about the school fair is a poster with times and prices. Another is a story about a child visiting. How are they different?,The poster gives facts quickly; the story tells events.,Both are only lists of rhyming words.,The story is an index and the poster is a chapter.,Similar topics can be presented differently in different text types.,multiple_choice,
