id,curriculum_code,bank,skill,question,correct_answer,distractor_1,distractor_2,explanation,response_type,acceptance_note
AC9E2LY04-P-001,AC9E2LY04,practice,reading comprehension,Mira opened the box. Inside was a tiny shell. She smiled and ran to show Dad. What happened first?,Mira opened the box.,Mira showed Dad.,Mira lost the shell.,"Fluent readers monitor meaning and use strategies such as predicting, rereading and summarising.",multiple_choice,
AC9E2LY04-P-002,AC9E2LY04,practice,reading comprehension,The sentence does not make sense: “The bird swam in the sky.” What should a reader do?,Reread and self-correct the meaning.,Keep reading without thinking.,Change every word.,"Fluent readers monitor meaning and use strategies such as predicting, rereading and summarising.",multiple_choice,
AC9E2LY04-P-003,AC9E2LY04,practice,reading comprehension,Liam packed a towel and sunscreen. Where might he be going?,the beach,bed,the library,"Fluent readers monitor meaning and use strategies such as predicting, rereading and summarising.",multiple_choice,
AC9E2LY04-P-004,AC9E2LY04,practice,reading comprehension,A summary should ___.,tell the main ideas briefly,copy every word,list only commas,"Fluent readers monitor meaning and use strategies such as predicting, rereading and summarising.",multiple_choice,
AC9E2LY04-P-005,AC9E2LY04,practice,reading comprehension,Mira opened the box. Inside was a tiny shell. She smiled and ran to show Dad. What happened first?,Mira opened the box.,Mira showed Dad.,Mira lost the shell.,"Fluent readers monitor meaning and use strategies such as predicting, rereading and summarising.",multiple_choice,
AC9E2LY04-P-006,AC9E2LY04,practice,reading comprehension,The sentence does not make sense: “The bird swam in the sky.” What should a reader do?,Reread and self-correct the meaning.,Change every word.,Keep reading without thinking.,"Fluent readers monitor meaning and use strategies such as predicting, rereading and summarising.",multiple_choice,
AC9E2LY04-P-007,AC9E2LY04,practice,reading comprehension,Liam packed a towel and sunscreen. Where might he be going?,the beach,the library,bed,"Fluent readers monitor meaning and use strategies such as predicting, rereading and summarising.",multiple_choice,
AC9E2LY04-P-008,AC9E2LY04,practice,reading comprehension,A summary should ___.,tell the main ideas briefly,copy every word,list only commas,"Fluent readers monitor meaning and use strategies such as predicting, rereading and summarising.",multiple_choice,
AC9E2LY04-P-009,AC9E2LY04,practice,reading comprehension,Mira opened the box. Inside was a tiny shell. She smiled and ran to show Dad. What happened first?,Mira opened the box.,Mira lost the shell.,Mira showed Dad.,"Fluent readers monitor meaning and use strategies such as predicting, rereading and summarising.",multiple_choice,
AC9E2LY04-P-010,AC9E2LY04,practice,reading comprehension,The sentence does not make sense: “The bird swam in the sky.” What should a reader do?,Reread and self-correct the meaning.,Keep reading without thinking.,Change every word.,"Fluent readers monitor meaning and use strategies such as predicting, rereading and summarising.",multiple_choice,
AC9E2LY04-P-011,AC9E2LY04,practice,reading comprehension,Liam packed a towel and sunscreen. Where might he be going?,the beach,the library,bed,"Fluent readers monitor meaning and use strategies such as predicting, rereading and summarising.",multiple_choice,
AC9E2LY04-P-012,AC9E2LY04,practice,reading comprehension,A summary should ___.,tell the main ideas briefly,list only commas,copy every word,"Fluent readers monitor meaning and use strategies such as predicting, rereading and summarising.",multiple_choice,
AC9E2LY04-P-013,AC9E2LY04,practice,reading comprehension,Mira opened the box. Inside was a tiny shell. She smiled and ran to show Dad. What happened first?,Mira opened the box.,Mira showed Dad.,Mira lost the shell.,"Fluent readers monitor meaning and use strategies such as predicting, rereading and summarising.",multiple_choice,
AC9E2LY04-P-014,AC9E2LY04,practice,reading comprehension,The sentence does not make sense: “The bird swam in the sky.” What should a reader do?,Reread and self-correct the meaning.,Keep reading without thinking.,Change every word.,"Fluent readers monitor meaning and use strategies such as predicting, rereading and summarising.",multiple_choice,
AC9E2LY04-P-015,AC9E2LY04,practice,reading comprehension,Liam packed a towel and sunscreen. Where might he be going?,the beach,bed,the library,"Fluent readers monitor meaning and use strategies such as predicting, rereading and summarising.",multiple_choice,
AC9E2LY04-P-016,AC9E2LY04,practice,reading comprehension,A summary should ___.,tell the main ideas briefly,copy every word,list only commas,"Fluent readers monitor meaning and use strategies such as predicting, rereading and summarising.",multiple_choice,
AC9E2LY04-P-017,AC9E2LY04,practice,reading comprehension,Mira opened the box. Inside was a tiny shell. She smiled and ran to show Dad. What happened first?,Mira opened the box.,Mira showed Dad.,Mira lost the shell.,"Fluent readers monitor meaning and use strategies such as predicting, rereading and summarising.",multiple_choice,
AC9E2LY04-P-018,AC9E2LY04,practice,reading comprehension,The sentence does not make sense: “The bird swam in the sky.” What should a reader do?,Reread and self-correct the meaning.,Change every word.,Keep reading without thinking.,"Fluent readers monitor meaning and use strategies such as predicting, rereading and summarising.",multiple_choice,
AC9E2LY04-P-019,AC9E2LY04,practice,reading comprehension,Liam packed a towel and sunscreen. Where might he be going?,the beach,the library,bed,"Fluent readers monitor meaning and use strategies such as predicting, rereading and summarising.",multiple_choice,
AC9E2LY04-P-020,AC9E2LY04,practice,reading comprehension,A summary should ___.,tell the main ideas briefly,copy every word,list only commas,"Fluent readers monitor meaning and use strategies such as predicting, rereading and summarising.",multiple_choice,
AC9E2LY04-P-021,AC9E2LY04,practice,reading comprehension,Mira opened the box. Inside was a tiny shell. She smiled and ran to show Dad. What happened first?,Mira opened the box.,Mira lost the shell.,Mira showed Dad.,"Fluent readers monitor meaning and use strategies such as predicting, rereading and summarising.",multiple_choice,
AC9E2LY04-P-022,AC9E2LY04,practice,reading comprehension,The sentence does not make sense: “The bird swam in the sky.” What should a reader do?,Reread and self-correct the meaning.,Keep reading without thinking.,Change every word.,"Fluent readers monitor meaning and use strategies such as predicting, rereading and summarising.",multiple_choice,
AC9E2LY04-P-023,AC9E2LY04,practice,explain concept,Write or say two sentences that show the main idea of AC9E2LY04. Use your own example.,Parent or teacher review needed,Needs more detail,Off topic,A strong response explains the code idea and includes a correct original example for Fluent Reading and Self Correction.,adult_review,"Accept if the response is on-topic, understandable and includes a correct example."
AC9E2LY04-P-024,AC9E2LY04,practice,apply concept,"Create a short Year 2 example question for AC9E2LY04, then explain the answer.",Parent or teacher review needed,Needs more detail,Off topic,A strong response creates a clear example and explains why the answer works.,adult_review,Accept if the example matches the descriptor and the explanation is accurate.
AC9E2LY04-T-001,AC9E2LY04,test,reading comprehension,Mira opened the box. Inside was a tiny shell. She smiled and ran to show Dad. What happened first?,Mira opened the box.,Mira showed Dad.,Mira lost the shell.,"Fluent readers monitor meaning and use strategies such as predicting, rereading and summarising.",multiple_choice,
AC9E2LY04-T-002,AC9E2LY04,test,reading comprehension,The sentence does not make sense: “The bird swam in the sky.” What should a reader do?,Reread and self-correct the meaning.,Keep reading without thinking.,Change every word.,"Fluent readers monitor meaning and use strategies such as predicting, rereading and summarising.",multiple_choice,
AC9E2LY04-T-003,AC9E2LY04,test,reading comprehension,Liam packed a towel and sunscreen. Where might he be going?,the beach,bed,the library,"Fluent readers monitor meaning and use strategies such as predicting, rereading and summarising.",multiple_choice,
AC9E2LY04-T-004,AC9E2LY04,test,reading comprehension,A summary should ___.,tell the main ideas briefly,copy every word,list only commas,"Fluent readers monitor meaning and use strategies such as predicting, rereading and summarising.",multiple_choice,
AC9E2LY04-T-005,AC9E2LY04,test,reading comprehension,Mira opened the box. Inside was a tiny shell. She smiled and ran to show Dad. What happened first?,Mira opened the box.,Mira showed Dad.,Mira lost the shell.,"Fluent readers monitor meaning and use strategies such as predicting, rereading and summarising.",multiple_choice,
AC9E2LY04-T-006,AC9E2LY04,test,reading comprehension,The sentence does not make sense: “The bird swam in the sky.” What should a reader do?,Reread and self-correct the meaning.,Change every word.,Keep reading without thinking.,"Fluent readers monitor meaning and use strategies such as predicting, rereading and summarising.",multiple_choice,
AC9E2LY04-T-007,AC9E2LY04,test,reading comprehension,Liam packed a towel and sunscreen. Where might he be going?,the beach,the library,bed,"Fluent readers monitor meaning and use strategies such as predicting, rereading and summarising.",multiple_choice,
AC9E2LY04-T-008,AC9E2LY04,test,reading comprehension,A summary should ___.,tell the main ideas briefly,copy every word,list only commas,"Fluent readers monitor meaning and use strategies such as predicting, rereading and summarising.",multiple_choice,
AC9E2LY04-T-009,AC9E2LY04,test,reading comprehension,Mira opened the box. Inside was a tiny shell. She smiled and ran to show Dad. What happened first?,Mira opened the box.,Mira lost the shell.,Mira showed Dad.,"Fluent readers monitor meaning and use strategies such as predicting, rereading and summarising.",multiple_choice,
AC9E2LY04-T-010,AC9E2LY04,test,reading comprehension,The sentence does not make sense: “The bird swam in the sky.” What should a reader do?,Reread and self-correct the meaning.,Keep reading without thinking.,Change every word.,"Fluent readers monitor meaning and use strategies such as predicting, rereading and summarising.",multiple_choice,
