id,curriculum_code,bank,skill,question,correct_answer,distractor_1,distractor_2,explanation,response_type,acceptance_note
AC9E2LY11-P-001,AC9E2LY11,practice,high frequency spelling,Choose the high-frequency word: I ___ seen that bird before.,have,hive,heavy,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-P-002,AC9E2LY11,practice,high frequency spelling,Which word is not fully predictable from its sounds?,once,went,lamp,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-P-003,AC9E2LY11,practice,high frequency spelling,Complete: They ___ going to the library.,are,ear,air,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-P-004,AC9E2LY11,practice,high frequency spelling,Choose the best word: Please put it over ___.,there,three,tree,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-P-005,AC9E2LY11,practice,high frequency spelling,Choose the high-frequency word: I ___ seen that bird before.,have,hive,heavy,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-P-006,AC9E2LY11,practice,high frequency spelling,Which word is not fully predictable from its sounds?,once,lamp,went,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-P-007,AC9E2LY11,practice,high frequency spelling,Complete: They ___ going to the library.,are,air,ear,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-P-008,AC9E2LY11,practice,high frequency spelling,Choose the best word: Please put it over ___.,there,three,tree,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-P-009,AC9E2LY11,practice,high frequency spelling,Choose the high-frequency word: I ___ seen that bird before.,have,heavy,hive,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-P-010,AC9E2LY11,practice,high frequency spelling,Which word is not fully predictable from its sounds?,once,went,lamp,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
AC9E2LY11-P-011,AC9E2LY11,practice,high frequency spelling,Complete: They ___ going to the library.,are,air,ear,Some common words need to be recognised and spelled by memory as well as sound.,multiple_choice,
