id,curriculum_code,bank,skill,question,correct_answer,distractor_1,distractor_2,explanation,response_type,acceptance_note
AC9E2LY03-P-001,AC9E2LY03,practice,purpose and audience,Read: Buy a ticket today before the show sells out! What is the best answer?,persuade,inform,tell a story,Words and text structure help identify purpose and audience.,multiple_choice,
AC9E2LY03-P-002,AC9E2LY03,practice,purpose and audience,Read: The koala sleeps for many hours each day. What is the best answer?,inform,persuade,entertain with a problem,Words and text structure help identify purpose and audience.,multiple_choice,
AC9E2LY03-P-003,AC9E2LY03,practice,purpose and audience,"Read: Once, a possum found a glowing seed. What is the best answer?",imaginative,index,instruction,Words and text structure help identify purpose and audience.,multiple_choice,
AC9E2LY03-P-004,AC9E2LY03,practice,purpose and audience,"Read: Dear families, please bring hats for the excursion. What is the best answer?",families,a dragon,a map key,Words and text structure help identify purpose and audience.,multiple_choice,
AC9E2LY03-P-005,AC9E2LY03,practice,purpose and audience,Read: Buy a ticket today before the show sells out! What is the best answer?,persuade,inform,tell a story,Words and text structure help identify purpose and audience.,multiple_choice,
AC9E2LY03-P-006,AC9E2LY03,practice,purpose and audience,Read: The koala sleeps for many hours each day. What is the best answer?,inform,entertain with a problem,persuade,Words and text structure help identify purpose and audience.,multiple_choice,
AC9E2LY03-P-007,AC9E2LY03,practice,purpose and audience,"Read: Once, a possum found a glowing seed. What is the best answer?",imaginative,instruction,index,Words and text structure help identify purpose and audience.,multiple_choice,
AC9E2LY03-P-008,AC9E2LY03,practice,purpose and audience,"Read: Dear families, please bring hats for the excursion. What is the best answer?",families,a dragon,a map key,Words and text structure help identify purpose and audience.,multiple_choice,
AC9E2LY03-P-009,AC9E2LY03,practice,purpose and audience,Read: Buy a ticket today before the show sells out! What is the best answer?,persuade,tell a story,inform,Words and text structure help identify purpose and audience.,multiple_choice,
AC9E2LY03-P-010,AC9E2LY03,practice,purpose and audience,Read: The koala sleeps for many hours each day. What is the best answer?,inform,persuade,entertain with a problem,Words and text structure help identify purpose and audience.,multiple_choice,
AC9E2LY03-P-011,AC9E2LY03,practice,purpose and audience,"Read: Once, a possum found a glowing seed. What is the best answer?",imaginative,instruction,index,Words and text structure help identify purpose and audience.,multiple_choice,
AC9E2LY03-P-012,AC9E2LY03,practice,purpose and audience,"Read: Dear families, please bring hats for the excursion. What is the best answer?",families,a map key,a dragon,Words and text structure help identify purpose and audience.,multiple_choice,
AC9E2LY03-P-013,AC9E2LY03,practice,purpose and audience,Read: Buy a ticket today before the show sells out! What is the best answer?,persuade,inform,tell a story,Words and text structure help identify purpose and audience.,multiple_choice,
AC9E2LY03-P-014,AC9E2LY03,practice,purpose and audience,Read: The koala sleeps for many hours each day. What is the best answer?,inform,persuade,entertain with a problem,Words and text structure help identify purpose and audience.,multiple_choice,
AC9E2LY03-P-015,AC9E2LY03,practice,purpose and audience,"Read: Once, a possum found a glowing seed. What is the best answer?",imaginative,index,instruction,Words and text structure help identify purpose and audience.,multiple_choice,
AC9E2LY03-P-016,AC9E2LY03,practice,purpose and audience,"Read: Dear families, please bring hats for the excursion. What is the best answer?",families,a dragon,a map key,Words and text structure help identify purpose and audience.,multiple_choice,
AC9E2LY03-P-017,AC9E2LY03,practice,purpose and audience,Read: Buy a ticket today before the show sells out! What is the best answer?,persuade,inform,tell a story,Words and text structure help identify purpose and audience.,multiple_choice,
AC9E2LY03-P-018,AC9E2LY03,practice,purpose and audience,Read: The koala sleeps for many hours each day. What is the best answer?,inform,entertain with a problem,persuade,Words and text structure help identify purpose and audience.,multiple_choice,
AC9E2LY03-P-019,AC9E2LY03,practice,purpose and audience,"Read: Once, a possum found a glowing seed. What is the best answer?",imaginative,instruction,index,Words and text structure help identify purpose and audience.,multiple_choice,
AC9E2LY03-P-020,AC9E2LY03,practice,purpose and audience,"Read: Dear families, please bring hats for the excursion. What is the best answer?",families,a dragon,a map key,Words and text structure help identify purpose and audience.,multiple_choice,
AC9E2LY03-P-021,AC9E2LY03,practice,purpose and audience,Read: Buy a ticket today before the show sells out! What is the best answer?,persuade,tell a story,inform,Words and text structure help identify purpose and audience.,multiple_choice,
AC9E2LY03-P-022,AC9E2LY03,practice,purpose and audience,Read: The koala sleeps for many hours each day. What is the best answer?,inform,persuade,entertain with a problem,Words and text structure help identify purpose and audience.,multiple_choice,
AC9E2LY03-P-023,AC9E2LY03,practice,explain concept,Write or say two sentences that show the main idea of AC9E2LY03. Use your own example.,Parent or teacher review needed,Needs more detail,Off topic,A strong response explains the code idea and includes a correct original example for Purpose and Audience.,adult_review,"Accept if the response is on-topic, understandable and includes a correct example."
AC9E2LY03-P-024,AC9E2LY03,practice,apply concept,"Create a short Year 2 example question for AC9E2LY03, then explain the answer.",Parent or teacher review needed,Needs more detail,Off topic,A strong response creates a clear example and explains why the answer works.,adult_review,Accept if the example matches the descriptor and the explanation is accurate.
AC9E2LY03-T-001,AC9E2LY03,test,purpose and audience,Read: Buy a ticket today before the show sells out! What is the best answer?,persuade,inform,tell a story,Words and text structure help identify purpose and audience.,multiple_choice,
AC9E2LY03-T-002,AC9E2LY03,test,purpose and audience,Read: The koala sleeps for many hours each day. What is the best answer?,inform,persuade,entertain with a problem,Words and text structure help identify purpose and audience.,multiple_choice,
AC9E2LY03-T-003,AC9E2LY03,test,purpose and audience,"Read: Once, a possum found a glowing seed. What is the best answer?",imaginative,index,instruction,Words and text structure help identify purpose and audience.,multiple_choice,
AC9E2LY03-T-004,AC9E2LY03,test,purpose and audience,"Read: Dear families, please bring hats for the excursion. What is the best answer?",families,a dragon,a map key,Words and text structure help identify purpose and audience.,multiple_choice,
AC9E2LY03-T-005,AC9E2LY03,test,purpose and audience,Read: Buy a ticket today before the show sells out! What is the best answer?,persuade,inform,tell a story,Words and text structure help identify purpose and audience.,multiple_choice,
AC9E2LY03-T-006,AC9E2LY03,test,purpose and audience,Read: The koala sleeps for many hours each day. What is the best answer?,inform,entertain with a problem,persuade,Words and text structure help identify purpose and audience.,multiple_choice,
AC9E2LY03-T-007,AC9E2LY03,test,purpose and audience,"Read: Once, a possum found a glowing seed. What is the best answer?",imaginative,instruction,index,Words and text structure help identify purpose and audience.,multiple_choice,
AC9E2LY03-T-008,AC9E2LY03,test,purpose and audience,"Read: Dear families, please bring hats for the excursion. What is the best answer?",families,a dragon,a map key,Words and text structure help identify purpose and audience.,multiple_choice,
AC9E2LY03-T-009,AC9E2LY03,test,purpose and audience,Read: Buy a ticket today before the show sells out! What is the best answer?,persuade,tell a story,inform,Words and text structure help identify purpose and audience.,multiple_choice,
AC9E2LY03-T-010,AC9E2LY03,test,purpose and audience,Read: The koala sleeps for many hours each day. What is the best answer?,inform,persuade,entertain with a problem,Words and text structure help identify purpose and audience.,multiple_choice,
AC9E2LY03-T-011,AC9E2LY03,test,purpose and audience,"Read: Once, a possum found a glowing seed. What is the best answer?",imaginative,instruction,index,Words and text structure help identify purpose and audience.,multiple_choice,
