id,curriculum_code,bank,skill,question,correct_answer,distractor_1,distractor_2,explanation,response_type,acceptance_note
AC9E2LY12-P-001,AC9E2LY12,practice,morphemes,What does reread mean?,read again,read before,read badly,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-P-002,AC9E2LY12,practice,morphemes,What does misplace mean?,place wrongly,place again,place before,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-P-003,AC9E2LY12,practice,morphemes,Which word means full of care?,careful,caringly,careless,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-P-004,AC9E2LY12,practice,morphemes,Make the regular plural of box.,boxes,boxs,boxies,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-P-005,AC9E2LY12,practice,morphemes,What does reread mean?,read again,read before,read badly,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-P-006,AC9E2LY12,practice,morphemes,What does misplace mean?,place wrongly,place before,place again,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-P-007,AC9E2LY12,practice,morphemes,Which word means full of care?,careful,careless,caringly,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-P-008,AC9E2LY12,practice,morphemes,Make the regular plural of box.,boxes,boxs,boxies,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-P-009,AC9E2LY12,practice,morphemes,What does reread mean?,read again,read badly,read before,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-P-010,AC9E2LY12,practice,morphemes,What does misplace mean?,place wrongly,place again,place before,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-P-011,AC9E2LY12,practice,morphemes,Which word means full of care?,careful,careless,caringly,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
AC9E2LY12-P-012,AC9E2LY12,practice,morphemes,Make the regular plural of box.,boxes,boxies,boxs,"Prefixes, suffixes and endings change word meaning or grammar.",multiple_choice,
