id,curriculum_code,bank,skill,question,correct_answer,distractor_1,distractor_2,explanation,response_type,acceptance_note
AC9E2LY06-P-001,AC9E2LY06,practice,create and edit text,Choose the best revision or text part: The dragon moved into the cave.,The dragon stomped into the cave.,The dragon cave into moved.,The dragon was a noun.,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-P-002,AC9E2LY06,practice,create and edit text,Choose the best revision or text part: I like the park because ___.,there is space to run and play,park is park is park,because,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-P-003,AC9E2LY06,practice,create and edit text,Choose the best revision or text part: First we mixed the batter. ___ we poured it into the pan.,Then,Because,Blue,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-P-004,AC9E2LY06,practice,create and edit text,Choose the best revision or text part: The tiny brown bird landed on the branch.,tiny brown,landed on,the branch,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-P-005,AC9E2LY06,practice,create and edit text,Choose the best revision or text part: The dragon moved into the cave.,The dragon stomped into the cave.,The dragon cave into moved.,The dragon was a noun.,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-P-006,AC9E2LY06,practice,create and edit text,Choose the best revision or text part: I like the park because ___.,there is space to run and play,because,park is park is park,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-P-007,AC9E2LY06,practice,create and edit text,Choose the best revision or text part: First we mixed the batter. ___ we poured it into the pan.,Then,Blue,Because,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-P-008,AC9E2LY06,practice,create and edit text,Choose the best revision or text part: The tiny brown bird landed on the branch.,tiny brown,landed on,the branch,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-P-009,AC9E2LY06,practice,create and edit text,Choose the best revision or text part: The dragon moved into the cave.,The dragon stomped into the cave.,The dragon was a noun.,The dragon cave into moved.,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-P-010,AC9E2LY06,practice,create and edit text,Choose the best revision or text part: I like the park because ___.,there is space to run and play,park is park is park,because,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-P-011,AC9E2LY06,practice,create and edit text,Choose the best revision or text part: First we mixed the batter. ___ we poured it into the pan.,Then,Blue,Because,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-P-012,AC9E2LY06,practice,create and edit text,Choose the best revision or text part: The tiny brown bird landed on the branch.,tiny brown,the branch,landed on,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-P-013,AC9E2LY06,practice,create and edit text,Choose the best revision or text part: The dragon moved into the cave.,The dragon stomped into the cave.,The dragon cave into moved.,The dragon was a noun.,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-P-014,AC9E2LY06,practice,create and edit text,Choose the best revision or text part: I like the park because ___.,there is space to run and play,park is park is park,because,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-P-015,AC9E2LY06,practice,create and edit text,Choose the best revision or text part: First we mixed the batter. ___ we poured it into the pan.,Then,Because,Blue,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-P-016,AC9E2LY06,practice,create and edit text,Choose the best revision or text part: The tiny brown bird landed on the branch.,tiny brown,landed on,the branch,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-P-017,AC9E2LY06,practice,create and edit text,Choose the best revision or text part: The dragon moved into the cave.,The dragon stomped into the cave.,The dragon cave into moved.,The dragon was a noun.,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-P-018,AC9E2LY06,practice,create and edit text,Choose the best revision or text part: I like the park because ___.,there is space to run and play,because,park is park is park,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
AC9E2LY06-P-019,AC9E2LY06,practice,create and edit text,Choose the best revision or text part: First we mixed the batter. ___ we poured it into the pan.,Then,Blue,Because,"Editing improves order, detail, vocabulary and connection to purpose.",multiple_choice,
